Tp,Hs,Uw,Op
8.59,0.74,3.60166666666667,1
8.3,0.66,3.40166666666667,1
8.12,0.61,3.70333333333333,1
7.18,0.64,4.57166666666667,1
7.62,0.66,4.90833333333333,1
7.76,0.66,4.93666666666667,1
7.8,0.66,4.39666666666667,1
8.27,0.65,3.83166666666667,1
8.11,0.6,3.49833333333333,1
7.86,0.58,3.325,1
8.05,0.57,3.33333333333333,1
8.19,0.51,3.30833333333333,1
8.11,0.54,3.93333333333333,1
8.32,0.58,4.32333333333333,1
8.16,0.48,4.38,1
8.11,0.51,4.915,1
7.57,0.56,5.47333333333333,1
7.44,0.59,5.89666666666667,1
3.26,0.62,6.04166666666667,1
3.65,0.66,6.46166666666667,1
3.49,0.68,6.03333333333333,1
3.67,0.71,5.65166666666667,1
3.45,0.65,5.49,1
3.48,0.59,5.805,1
3.31,0.56,6.51833333333333,1
3.3,0.59,7.415,1
3.02,0.63,8.53833333333333,1
3.45,0.76,10.0266666666667,1
4.14,0.96,9.85666666666667,1
4.39,1.09,10.08,1
4.72,1.1,9.27666666666667,1
4.9,1.12,8.69,1
4.61,1.04,7.725,1
4.59,0.98,7.155,1
3.84,0.98,7.215,1
4.2,0.92,6.89166666666667,1
3.71,0.97,7.01166666666667,1
3.85,0.97,6.885,1
3.62,1.03,7.29666666666667,1
3.88,1,8.63333333333333,1
4.15,1.03,8.075,1
4.47,1.07,8.23666666666667,1
4.38,1.12,6.965,1
4.58,1.14,7.10166666666667,1
4.54,0.99,7.08,1
4.29,0.95,7.45666666666667,1
4.18,1.01,8.85166666666667,1
4.05,1.04,8.425,1
4.17,1.11,7.77333333333333,1
4.36,1.18,8.12,1
4.43,1.27,8.49,1
4.68,1.26,9.115,1
4.5,1.2,8.22333333333333,1
4.59,1.18,8.32833333333333,1
4.72,1.22,7.655,1
4.74,1.02,7.01333333333333,1
4.41,1.11,7.45166666666667,1
4.36,1.09,8.34333333333333,1
4.16,0.96,8.41333333333333,1
4.01,1.05,8.455,1
3.94,0.96,7.94833333333333,1
3.67,1.01,8.59666666666667,1
3.95,0.89,9.87333333333333,1
3.84,1,10.52,1
4.07,0.99,10.4233333333333,1
4.1,1.16,12.825,1
4.46,1.29,12.31,1
4.8,1.3,12.9116666666667,1
5.65,1.5,13.3933333333333,1
5.67,1.59,10.925,1
5.62,1.6,11.3933333333333,1
5.6,1.58,12.0383333333333,1
5.9,1.56,11.85,1
7.14,1.49,12.2466666666667,1
7.24,1.48,14.4466666666667,1
4.36,1.6,15.735,1
4.95,1.7,15.6516666666667,1
4.84,1.9,15.8616666666667,1
7.83,2.47,15.5666666666667,1
7.92,2.72,15.0666666666667,1
7.57,2.69,14.005,1
7.33,2.52,12.6366666666667,1
7.13,2.4,13.81,1
6.83,2.25,12.3583333333333,1
8.92,2.02,11.4533333333333,1
6.8,1.98,11.82,1
9.1,1.79,10.5133333333333,1
7.63,1.76,9.03833333333333,1
8.15,1.63,8.35833333333333,1
6.7,1.49,7.88833333333333,1
7.16,1.47,6.97,1
6.64,1.42,5.54666666666667,1
6.26,1.4,5.63666666666667,1
6.42,1.29,4.83166666666667,1
5.32,1.15,4.72833333333333,1
6.62,1.2,3.915,1
7.08,1.04,4.965,1
7.38,0.98,5.42333333333333,1
7.17,0.93,4.905,1
8.19,0.86,4.74833333333333,1
7,0.86,4.14166666666667,1
7.66,0.85,3.03166666666667,1
10.8,0.87,5.315,1
10.42,0.93,5.905,1
9.55,0.99,3.95833333333333,1
9.95,1.15,5.56,1
9.99,1.16,5.13,1
9.94,1.1,6.32833333333333,1
10.4,1.07,7.70833333333333,1
11.02,1.07,7.235,1
10.4,1.06,7.835,1
9.16,1.07,6.54166666666667,1
10.07,1.08,6.305,1
10.53,1.04,6.01,1
9.98,1.04,5.58,1
10.04,0.94,4.84666666666667,1
9.45,1,5.055,1
9.66,1.08,4.42333333333333,1
9.16,1.05,4.54166666666667,1
8.61,1.16,4.39666666666667,1
9.22,1.15,4.15666666666667,1
9.44,1.1,3.18,1
7.82,1.18,3.31166666666667,1
8.4,1.16,3.68,1
8.42,1.17,3.36166666666667,1
8.56,1.11,3.005,1
8.99,1.09,2.835,2
8.56,1.17,3.36833333333333,1
7.19,1.19,3.11166666666667,1
8.88,1.11,2.58,2
8.97,1.16,1.78333333333333,2
8.34,1.25,1.37333333333333,2
7.19,1.24,1.51666666666667,2
7.53,1.17,2.49166666666667,2
8.04,1.31,4.31333333333333,1
8.06,1.44,5.015,1
7.05,1.33,4.705,1
7.72,1.39,5.91833333333333,1
7.62,1.42,8.30833333333333,1
7.13,1.63,7.76,1
7.29,1.76,7.40833333333333,1
7.47,1.8,7.75833333333333,1
6.81,1.86,7.83666666666667,1
7.1,2.06,7.525,1
6.98,1.99,8.225,1
6.7,1.64,8.70666666666667,1
6.48,1.69,8.82833333333333,1
6.92,1.81,8.815,1
6.91,1.73,8.49,1
6.94,1.77,7.13333333333333,1
6.58,1.5,7.465,1
6.54,1.43,7.47333333333333,1
7.25,1.51,7.115,1
6.17,1.58,6.26,1
6.14,1.51,5.99833333333333,1
5.83,1.51,6.93166666666667,1
6.18,1.33,6.215,1
7.81,1.36,6.00833333333333,1
6.39,1.19,5.28833333333333,1
6.35,1.26,5.00666666666667,1
4.81,1.15,5.39,1
6.66,1.14,5.295,1
6.7,1.09,6.46833333333333,1
6.66,1.2,5.61833333333333,1
4.79,1.16,5.535,1
6.73,1.24,4.79166666666667,1
6.6,1.16,4.365,1
6.34,1.25,3.67333333333333,1
5.62,1.07,2.99166666666667,2
5.84,0.99,3.23833333333333,1
8.71,0.93,2.31166666666667,2
8.09,0.97,2.13833333333333,2
7.8,0.87,1.26166666666667,2
8.88,0.91,0.786666666666667,2
8.4,0.83,1.06166666666667,2
8.32,0.81,1.44833333333333,2
8.75,0.79,4.20333333333333,1
8.38,0.78,3.09833333333333,1
8.04,0.78,2.89,2
6.01,0.8,4.20833333333333,1
8.08,0.75,4.48166666666667,1
6.66,0.73,4.62166666666667,1
7.62,0.73,5.58833333333333,1
7.61,0.74,6.83833333333333,1
7.49,0.77,6.83833333333333,1
7.58,0.84,8.235,1
3.46,0.94,10.1516666666667,1
3.73,0.98,10.51,1
4.17,1.06,11.0283333333333,1
4.53,1.22,10.0516666666667,1
4.91,1.42,10.2616666666667,1
5.25,1.67,11.28,1
5.33,1.53,12.3783333333333,1
6.09,1.76,11.955,1
5.99,1.86,11.7183333333333,1
6.09,1.69,11.7416666666667,1
5.78,1.51,9.61833333333333,1
5.79,1.36,10.3683333333333,1
5.76,1.38,11.3033333333333,1
4.61,1.42,11.4583333333333,1
5.18,1.46,10.8816666666667,1
5.45,1.34,9.875,1
5.2,1.47,10.2866666666667,1
4.95,1.46,9.80333333333333,1
5.39,1.54,9.68,1
5.19,1.49,8.865,1
5.51,1.46,8.08666666666667,1
5.76,1.38,7.855,1
5.45,1.37,7.62666666666667,1
5.51,1.21,7.31333333333333,1
5.43,1.19,6.85833333333333,1
6.63,1.24,6.11333333333333,1
6.63,1.18,5.49,1
6.63,1.1,5.105,1
5.72,1.12,4.29833333333333,1
7.79,1.1,4.98166666666667,1
6.74,1.13,4.79,1
7.67,1.27,3.97,1
7.63,1.14,4.125,1
7.26,1.13,4.63833333333333,1
7.49,1.25,4.675,1
7.32,1.15,3.92666666666667,1
6.8,1.21,4.00833333333333,1
6.02,1.09,3.935,1
7.04,1.05,3.835,1
7.04,1.02,4.40833333333333,1
7.64,1,3.95333333333333,1
7.59,0.91,4,1
7.72,0.91,4.64,1
7.46,0.86,5.04,1
7.28,0.92,5.27,1
7.39,0.94,5.705,1
6.76,0.94,6.28,1
6.95,0.94,6.69833333333333,1
7.29,0.98,6.26666666666667,1
7.23,0.99,6.68833333333333,1
7.49,0.91,6.32,1
7.34,0.94,6.40166666666667,1
3.68,0.99,6.71333333333333,1
3.88,1.08,9.01166666666667,1
4.24,1.12,10.9766666666667,1
4.49,1.24,10.4283333333333,1
4.7,1.23,8.065,1
4.74,1.44,8.325,1
4.74,1.24,6.87166666666667,1
4.65,1.19,4.63,1
4.47,1.13,5.92,1
4.18,0.94,5.28333333333333,1
4.74,1,6.13333333333333,1
4.65,1.03,6.41,1
4.79,1.1,5.20833333333333,1
4.78,1.04,5.48333333333333,1
4.54,1,4.83333333333333,1
4.47,0.98,4.99666666666667,1
4.15,0.91,4.59333333333333,1
4.08,0.85,4.91166666666667,1
4.57,0.91,5.415,1
6.44,0.88,5.83166666666667,1
4.44,0.89,6.42833333333333,1
3.84,0.96,7.04333333333333,1
4.15,0.9,6.96666666666667,1
4.6,0.96,6.72666666666667,1
4.01,1.03,6.25,1
3.94,1.01,4.83833333333333,1
4.21,0.97,6.15,1
6.49,1.04,6.82333333333333,1
4.01,1.02,6.09666666666667,1
3.92,0.99,6.31666666666667,1
6.55,1.03,6.01,1
6.61,0.97,6.71166666666667,1
5.08,0.97,6.64833333333333,1
17.47,1.03,7.32,1
17.92,1.17,8.11,1
17.44,1.18,8.49166666666667,1
4.56,1.2,8.815,1
4.65,1.2,8.50333333333333,1
4.9,1.24,7.88833333333333,1
4.69,1.19,8.53,1
4.39,1.33,9.11833333333333,1
4.18,1.36,9.63166666666667,1
4.42,1.45,9.93833333333333,1
4.85,1.39,11.6616666666667,1
5.06,1.56,12.2083333333333,1
4.9,1.67,13.1483333333333,1
5,1.71,14.09,1
5.02,1.83,15.5033333333333,1
5.38,2,14.99,1
5.13,1.86,16.2416666666667,1
5.21,1.83,15.74,1
5.18,1.77,16.9483333333333,1
5.58,2.3,16.8816666666667,1
5.69,2.61,16.665,1
5.85,2.41,17.1766666666667,1
5.75,2.11,14.555,1
5.64,2.1,13.97,1
5.68,1.87,13.6666666666667,1
5.61,1.78,15.7033333333333,1
5.8,1.93,16.33,1
5.88,2.44,17.1866666666667,1
7.63,2.44,16.6416666666667,1
6.8,2.35,15.44,1
7.29,2.39,16.5866666666667,1
7.11,2.38,16.0766666666667,1
7.62,2.6,15.9083333333333,1
7.62,2.64,17.62,1
7.77,2.67,17.0633333333333,1
6.71,2.57,15.7016666666667,1
8.25,2.45,14.9933333333333,1
7.73,2.65,13.76,1
7.97,2.42,13.0783333333333,1
8.22,2.18,13.3483333333333,1
8.43,2.09,12.9266666666667,1
7.89,2.4,12.8216666666667,1
7.35,2.29,11.6116666666667,1
7.11,2.09,12.4816666666667,1
7.15,2.18,13.3933333333333,1
7.46,2.27,14.965,1
7.29,2.52,13.9816666666667,1
7.5,2.2,12.825,1
7.51,2.13,12.5433333333333,1
7.66,2.16,12.8766666666667,1
7.7,2.18,14.5733333333333,1
5.03,2.22,16.32,1
5.59,2.25,16.98,1
5.67,2.46,18.9516666666667,1
5.97,2.98,19.3516666666667,1
6.25,2.57,17.4266666666667,1
6.1,2.53,15.05,1
6.21,2.25,8.4,1
6.24,1.82,9.68,1
6.15,1.58,9.075,1
6.52,1.55,8.14833333333333,1
6.17,1.41,7.76833333333333,1
6.51,1.37,9.21833333333333,1
6.61,1.51,9.09166666666667,1
5.68,1.57,9.89333333333333,1
6.58,1.61,9.28166666666667,1
6.22,1.69,5.79,1
6.16,1.76,6.97333333333333,1
6.3,1.65,7.225,1
6.18,1.54,8.82333333333333,1
6.36,1.63,7.79166666666667,1
6.62,1.68,7.41166666666667,1
6.24,1.44,7.49833333333333,1
6.66,1.31,6.25666666666667,1
6.67,1.23,5.77833333333333,1
6.74,1.14,5.84666666666667,1
6.34,1.14,6.62,1
6.73,1.08,6.29333333333333,1
5.84,1.07,4.95,1
6.66,1.09,6.38166666666667,1
3.63,1.12,5.645,1
3.85,1.14,5.315,1
3.94,1,5.96833333333333,1
4.04,1.01,6.74666666666667,1
4.17,1.08,6.62333333333333,1
3.84,0.99,6.25833333333333,1
3.68,0.91,6.67166666666667,1
3.6,0.84,5.67833333333333,1
3.84,0.77,7.94166666666667,1
3.79,0.97,11.0566666666667,1
4.05,1.14,10.7483333333333,1
4.59,1.29,10.9483333333333,1
4.88,1.31,10.4966666666667,1
5.24,1.33,10.3266666666667,1
5.58,1.36,10.4083333333333,1
5.64,1.35,9.03166666666667,1
5.65,1.32,7.19666666666667,1
5.55,1.38,6.17666666666667,1
5.67,1.39,6.52666666666667,1
5.57,1.55,9.90666666666667,1
5.36,1.79,13.0433333333333,1
5.45,1.8,13.7466666666667,1
5.57,1.89,13.9483333333333,1
5.74,2.06,14.1316666666667,1
6.19,2.21,13.7216666666667,1
6.36,2.25,11.6866666666667,1
6.79,2.35,11.95,1
6.77,2.16,10.43,1
6.77,1.96,9.315,1
6.36,2.02,11.8933333333333,1
6.63,2.31,11.8433333333333,1
6.43,2.18,8.46333333333333,1
6.47,2.21,10.2433333333333,1
6.16,2.08,6.75333333333333,1
6.03,1.95,7.77,1
5.89,1.89,9.16666666666667,1
5.95,1.76,7.88666666666667,1
6.07,1.68,6.65333333333333,1
6.1,1.55,4.35833333333333,1
5.98,1.45,3.05166666666667,1
6.02,1.38,2.845,2
6.34,1.28,2.42,2
6.6,1.26,3.42833333333333,1
6.72,1.13,2.84,2
6.41,1.15,2.695,2
7.2,1.04,2.22333333333333,2
7.74,0.99,2.95666666666667,2
7.02,1.12,3.09666666666667,1
6.64,1.06,2.76333333333333,2
9.11,1.11,4.05333333333333,1
7.28,1.12,6.22833333333333,1
8.99,1.14,8.63333333333333,1
8.96,1.24,11.2766666666667,1
8.41,1.36,10.1916666666667,1
4.36,1.52,9.57833333333333,1
4.8,1.48,9.145,1
5.06,1.57,10.1866666666667,1
5.53,1.95,13.61,1
5.9,2.1,14.4116666666667,1
6.2,2.46,14.4066666666667,1
6.1,2.28,14.735,1
6.15,2.07,14.8716666666667,1
5.89,2.18,16.0316666666667,1
6.08,2.16,14.6366666666667,1
6.07,2.13,13.3133333333333,1
5.98,2.15,12.0633333333333,1
6.15,2.03,11.35,1
6.3,1.94,11.1066666666667,1
6.33,1.79,11.5833333333333,1
6.41,1.75,10.785,1
6.33,1.74,9.09666666666667,1
6.25,1.68,8.01833333333333,1
6.36,1.62,6.46833333333333,1
6.01,1.46,7.34833333333333,1
5.87,1.45,6.63333333333333,1
5.46,1.33,5.35333333333333,1
5.58,1.28,4.83666666666667,1
5.75,1.25,3.63166666666667,1
5.7,1.13,3.56833333333333,1
5.94,1.03,3.91,1
6.05,0.89,2.52666666666667,2
6.31,0.92,1.83833333333333,2
6.49,0.88,1.57666666666667,2
6.32,0.77,2.74666666666667,2
6.17,0.72,3.775,1
5.6,0.74,5.25333333333333,1
5.3,0.73,7.10833333333333,1
4.88,0.75,7.41,1
3.47,0.79,8.42,1
3.89,0.88,9.62166666666667,1
4.03,1.07,11.2966666666667,1
4.51,1.27,11.8483333333333,1
4.94,1.58,12.4933333333333,1
5.25,1.82,15.6883333333333,1
5.62,2,15.2133333333333,1
5.76,2.12,15.3933333333333,1
5.96,2.19,16.0133333333333,1
6.51,2.51,14.9583333333333,1
6.67,2.31,13.295,1
6.76,1.97,11.7033333333333,1
6.84,2.06,10.92,1
6.45,1.85,12.5916666666667,1
6.58,1.9,12.885,1
6.26,1.78,12.47,1
6.17,1.92,12.6033333333333,1
6.36,1.99,12.7783333333333,1
6.3,2.03,12.4383333333333,1
6.26,2.07,12.1716666666667,1
6.41,2.19,13.7266666666667,1
6.81,2.51,14.26,1
7.17,2.36,14.6966666666667,1
7.42,3,14.12,1
7.58,3.03,12.7683333333333,1
7.39,3.27,10.3283333333333,1
7.78,3.09,9.58833333333333,1
7.83,3.2,9.485,1
8.42,3.14,9.04,1
8.28,3.14,9.04833333333333,1
8.5,3.18,8.33666666666667,1
8.56,2.93,7.85333333333333,1
8.54,3.08,7.90166666666667,1
8.39,2.88,8.345,1
8.54,2.72,7.11166666666667,1
8.75,3.02,7.135,1
8.59,3.06,6.83,1
8.47,2.93,7.015,1
8.43,2.84,7.715,1
9.04,2.51,4.07,1
8.92,2.42,5.40333333333333,1
8.84,2.15,5.04833333333333,1
8.78,2.35,4.665,1
8.73,2.43,3.63333333333333,1
8.97,2.18,4.205,1
8.91,1.79,2.96166666666667,2
8.62,2.02,4.30833333333333,1
8.48,1.81,3.52833333333333,1
7.88,1.69,3.09833333333333,1
8.56,1.83,2.32666666666667,2
8.5,1.9,1.01166666666667,2
7.79,1.78,1.87833333333333,2
8.22,1.51,1.47166666666667,2
7.74,1.5,0.955,2
8.29,1.56,0.863333333333333,2
7.22,1.39,1.85,2
8.29,1.34,4.30333333333333,1
7.96,1.14,2.26,2
7.63,1.12,2.085,2
7.49,1.15,3.325,1
7.24,1.14,2.75833333333333,2
7.64,1.01,1.845,2
7.15,0.97,1.06333333333333,2
7.1,0.97,1.585,2
7.16,1.05,2.01,2
7.02,0.83,2.27,2
6.97,0.83,3.62333333333333,1
7.06,0.74,4.545,1
6.81,0.75,3.27,1
16.96,0.7,4.01,1
16.95,0.62,3.715,1
6.93,0.55,2.85,2
6.2,0.58,2.95333333333333,2
6.17,0.53,2.635,2
15.93,0.49,1.27166666666667,2
15.54,0.47,2.92333333333333,2
15.3,0.52,2.98,2
7.18,0.46,2.94666666666667,2
5.31,0.49,4.02,1
15.19,0.49,5.28166666666667,1
15.36,0.47,6.895,1
3.23,0.63,7.70166666666667,1
3.38,0.77,7.20833333333333,1
3.44,0.67,6.185,1
3.56,0.65,4.895,1
3.33,0.69,6.33,1
3.98,0.79,6.25833333333333,1
4.3,0.91,5.08333333333333,1
4.55,0.92,5.49,1
4.64,0.96,7.36833333333333,1
4.8,1,7.665,1
5,1.07,8.20833333333333,1
5,1.05,7.11666666666667,1
4.84,0.99,6.89333333333333,1
4.6,0.88,6.51,1
4.58,0.87,6.375,1
4.58,0.85,5.85,1
4.26,0.77,6.76166666666667,1
4.63,0.81,5.88666666666667,1
4.53,0.76,5.13,1
4.44,0.72,5.00166666666667,1
4.49,0.7,5.39166666666667,1
3.55,0.7,5.925,1
3.42,0.72,5.62166666666667,1
3.61,0.68,7.135,1
3.57,0.71,7.01,1
3.57,0.77,6.805,1
3.66,0.71,7.28,1
3.74,0.76,7.83833333333333,1
3.96,0.92,6.965,1
3.95,0.88,7.36,1
3.73,0.81,7.055,1
3.84,0.9,7.47166666666667,1
4,0.87,8.66666666666667,1
4.1,0.96,7.975,1
3.9,0.83,6.63833333333333,1
3.64,0.82,7.69166666666667,1
3.71,0.77,7.92666666666667,1
3.9,0.84,8.715,1
4.41,0.94,9,1
4.5,1.16,7.16666666666667,1
4.74,1.16,7.015,1
5.16,1.25,6.42833333333333,1
5.3,1.31,7.84166666666667,1
5.53,1.54,11.6366666666667,1
5.83,1.57,11.1033333333333,1
6.09,1.79,11.9983333333333,1
6.01,1.95,14.445,1
6.28,1.94,15.1583333333333,1
6.18,2.04,15.8833333333333,1
6.16,2.4,15.5766666666667,1
6.01,2.26,15.4916666666667,1
6.03,2.21,14.3366666666667,1
6.23,2.1,12.9433333333333,1
6.11,2.12,12.2516666666667,1
6.04,1.97,12.0683333333333,1
6.19,1.92,10.78,1
6.09,1.86,11.5916666666667,1
6.52,1.86,11.23,1
6.38,2.04,12.0683333333333,1
6.65,2.02,13.0416666666667,1
6.38,2.05,12.4116666666667,1
6.14,2.12,12.0833333333333,1
6.39,1.93,11.18,1
6.02,2.2,11.3333333333333,1
5.89,1.98,12.6333333333333,1
5.94,1.85,11.6983333333333,1
5.8,1.85,9.90833333333333,1
5.92,1.82,10.5016666666667,1
5.71,1.74,11.1766666666667,1
6.31,1.8,11.7066666666667,1
6.4,1.74,11.9616666666667,1
6.49,1.73,11.2016666666667,1
6.46,1.61,9.81666666666667,1
6.3,1.57,9.70833333333333,1
6.16,1.66,9.155,1
6.11,1.41,8.20333333333333,1
5.72,1.41,8.16666666666667,1
5.63,1.3,7.68833333333333,1
5.71,1.09,6.89833333333333,1
5.52,1.02,6.66166666666667,1
5.37,0.95,6.645,1
5.48,0.91,6.37,1
5.62,0.9,5.14166666666667,1
5.41,0.88,4.76333333333333,1
4.97,0.83,4.16166666666667,1
4.93,0.78,5.13333333333333,1
4.71,0.71,5.265,1
4.59,0.68,4.28,1
4.39,0.66,3.92833333333333,1
4.17,0.59,4.29,1
4.26,0.55,3.86333333333333,1
4.08,0.48,4.37166666666667,1
4.01,0.45,4.27833333333333,1
6.61,0.43,4.15333333333333,1
4.37,0.49,4.12833333333333,1
4.32,0.44,4.31166666666667,1
3.83,0.46,4.865,1
6.9,0.49,5.115,1
6.83,0.49,4.18333333333333,1
6.62,0.46,4.68166666666667,1
6.14,0.44,5.04333333333333,1
6.14,0.47,4.84166666666667,1
6.7,0.42,5.13333333333333,1
6.22,0.38,5.35166666666667,1
5.28,0.41,5.90333333333333,1
2.79,0.48,5.46666666666667,1
3.11,0.51,6.43,1
3.64,0.61,5.55,1
3.57,0.63,6.18666666666667,1
3.84,0.72,6.47333333333333,1
3.69,0.7,5.87333333333333,1
3.33,0.7,5.415,1
3.64,0.66,6.36,1
3.33,0.66,5.965,1
3.28,0.61,5.865,1
3.08,0.57,6.01333333333333,1
3.05,0.62,6.86166666666667,1
3.51,0.68,7.33833333333333,1
3.74,0.73,7.25166666666667,1
3.94,0.75,8.445,1
3.85,0.92,8.245,1
4.27,0.96,7.815,1
4.29,1,8.70666666666667,1
4.06,1,8.25166666666667,1
3.81,0.97,7.99333333333333,1
3.83,0.96,8.23833333333333,1
3.53,0.91,7.755,1
3.57,0.83,7.97,1
3.64,0.83,7.74166666666667,1
5.54,0.82,7.50333333333333,1
3.81,0.89,8.495,1
3.78,0.89,9.065,1
3.96,0.91,9.02833333333333,1
5.24,1.04,8.92333333333333,1
5.4,1.05,9.59666666666667,1
3.74,0.92,8.74,1
3.47,0.92,7.91333333333333,1
3.48,0.88,8.15166666666667,1
3.41,0.88,7.985,1
6.47,0.8,7.24666666666667,1
6.57,0.79,7.78166666666667,1
6.28,0.81,6.94,1
5.98,0.77,9.23,1
3.42,0.83,10.4083333333333,1
4.17,0.92,9.18666666666667,1
4.54,1.01,10.7166666666667,1
4.36,1,10.3283333333333,1
4.69,1.05,11.0383333333333,1
4.49,1.08,9.61666666666667,1
3.67,1.06,9.47,1
4.55,0.97,9.04166666666667,1
4.47,0.87,8.25333333333333,1
4.36,0.75,9.88333333333333,1
3.31,0.78,9.22666666666667,1
3.37,0.76,8.97666666666666,1
3.6,0.9,9.17333333333333,1
3.9,1.04,9.39,1
4.17,1.22,9.515,1
4.23,1.12,8.46166666666667,1
3.85,1.11,8.485,1
4.01,1.13,7.70666666666667,1
7.73,1,6.69666666666667,1
7.55,0.91,7.235,1
7.62,0.89,8.60666666666667,1
3.71,0.93,9.055,1
4.21,1.09,9.74333333333333,1
4.72,1.18,8.62166666666667,1
4.46,1.16,7.085,1
5.18,1.18,4.76166666666667,1
5.1,1.22,3.56166666666667,1
6.48,1.2,4.09833333333333,1
7.07,1.06,4.69,1
7.35,1.05,5.60833333333333,1
7.74,1.07,5.81,1
7.72,1.15,7.36833333333333,1
4.59,1.45,8.63833333333333,1
5.36,1.57,8.12833333333333,1
6.18,1.93,7.44333333333333,1
6.58,2.19,9.66166666666667,1
6.87,2.61,9.33833333333333,1
7.51,2.74,9.95,1
7.14,2.71,9.25666666666667,1
7.67,2.96,9.67,1
7.91,3.3,10.445,1
8.06,3.84,10.4383333333333,1
10.08,4.22,10.56,1
10.55,4.31,11.0133333333333,1
10.72,4.52,11.58,1
11.15,4.59,10.99,1
10.28,4.45,12.095,1
10.09,4.38,12.3966666666667,1
9.37,4.34,12.2066666666667,1
9.94,4.12,12.5033333333333,1
9.41,3.93,8.075,1
9.67,3.79,11.8083333333333,1
10,3.5,9.93833333333333,1
9.6,3.29,7.23333333333333,1
9.77,3.19,7.49333333333333,1
8.82,2.94,7.16333333333333,1
9.22,2.64,6.805,1
9.86,2.57,7.01666666666667,1
9.03,2.65,9.495,1
7.93,2.53,6.20166666666667,1
9.64,2.55,6.29833333333333,1
8.38,2.45,7.55666666666667,1
8.55,2.62,6.70166666666667,1
8.76,2.45,7.75833333333333,1
7.4,2.33,7.22666666666667,1
7.21,2.1,6.40166666666667,1
8.29,2.22,5.23666666666667,1
8.75,1.95,4.64333333333333,1
9.32,2.01,5.19,1
8.87,1.99,6.81833333333333,1
8.61,1.88,4.145,1
7.61,1.94,4.845,1
7.7,1.85,4.82833333333333,1
7.3,1.88,3.72166666666667,1
6.73,1.77,4.13666666666667,1
7.58,1.83,5.35833333333333,1
7.54,1.83,3.40333333333333,1
7.47,1.87,3.84666666666667,1
7.46,1.82,3.88,1
9.66,1.74,4.15333333333333,1
7.15,1.63,3.99666666666667,1
7.54,1.44,4.63333333333333,1
7.25,1.44,4.41166666666667,1
7.55,1.56,4.37,1
7.24,1.5,4.03333333333333,1
7.44,1.48,3.59833333333333,1
6.68,1.49,3.32,1
7.47,1.4,1.69166666666667,2
6.58,1.35,2.97666666666667,2
7.09,1.35,0.856666666666667,2
7.91,1.31,2.77166666666667,2
6.57,1.22,2.68,2
9.14,1.18,3.85333333333333,1
8.33,1.11,1.61166666666667,2
6.68,1.11,2.50166666666667,2
7.52,1.25,1.86333333333333,2
7.21,1.2,3.435,1
6.61,1.13,1.08,2
6.76,1.21,2.76666666666667,2
7.1,1.13,3.89833333333333,1
10.09,1.15,3.10833333333333,1
7.17,1.04,1.57833333333333,2
7.29,0.99,3.21,1
7.41,0.98,3.31166666666667,1
7.33,0.89,3.33666666666667,1
6.95,0.88,4.65,1
7.27,1,5.70666666666667,1
7.07,1.11,5.035,1
7.2,1.12,5.21666666666667,1
6.29,1.08,4.85833333333333,1
7.01,1.19,4.89666666666667,1
5.22,1.22,4.41,1
5.79,1.15,5.265,1
5.06,1.25,5.18,1
5.29,1.34,8.19,1
5.94,1.72,7.605,1
6.58,1.72,5.715,1
6.86,1.89,5.83166666666667,1
6.81,1.87,6.64,1
7.12,2.14,6.795,1
6.75,2.05,9.22,1
6.99,2.18,10.115,1
7.26,2.51,9.06666666666666,1
7.35,2.41,7.86333333333333,1
7.48,2.59,8.55833333333333,1
7.67,2.63,7.58333333333333,1
7.6,2.39,6.48,1
7.88,2.34,4.78833333333333,1
7.9,2.23,5,1
7.9,2,3.64166666666667,1
8.3,2.02,3.09666666666667,1
7.78,1.93,2.89,2
8.05,1.83,3.11833333333333,1
7.92,1.87,4.46,1
7.68,1.88,4.04666666666667,1
7.69,1.83,4.11833333333333,1
7.37,1.78,3.95333333333333,1
7.61,1.79,4.78166666666667,1
7.09,1.68,5.79666666666667,1
7.58,1.52,5.07666666666667,1
7.15,1.66,6.21833333333333,1
7.36,1.5,5.89833333333333,1
7.13,1.53,7.12166666666667,1
7.4,1.48,6.5,1
7.37,1.53,7.34666666666667,1
7.25,1.55,7.62166666666667,1
7.25,1.49,7.96666666666667,1
1.495,1.49,9.11,1
1.5,1.49,9.225,1
1.505,1.49,9.58333333333333,1
1.51,1.49,8.76166666666667,1
1.515,1.53,9.50166666666667,1
1.52,1.53,8.62,1
1.525,1.53,8.50333333333333,1
6.36,1.53,8.535,1
6.04,1.6,9.23666666666667,1
6.26,1.6,8.60833333333333,1
6.19,1.64,8.89666666666667,1
5.97,1.63,8.2,1
5.66,1.54,8.46833333333333,1
5.77,1.63,9.125,1
5.97,1.55,8.44666666666667,1
6.15,1.59,8.255,1
6.03,1.54,8.29,1
6.76,1.53,8.46833333333333,1
6.17,1.52,8.44,1
6.72,1.38,8.30833333333333,1
5.93,1.44,7.56166666666667,1
6.26,1.39,7.25166666666667,1
6.35,1.31,6.715,1
5.36,1.4,7.48833333333333,1
5.86,1.39,7.72666666666667,1
5.3,1.46,8.01666666666667,1
5.8,1.49,7.63166666666667,1
5.47,1.35,7.59166666666667,1
5.41,1.45,8.94,1
5.67,1.54,8.90666666666667,1
6.03,1.39,7.955,1
6.11,1.31,7.62,1
6.03,1.32,7.91,1
