Tp,Hs,Uw,Op
8.41,1.65,0.496666666666667,2
8.41,1.57,1.10833333333333,2
7.86,1.6,1.60333333333333,2
7.93,1.4,2.35333333333333,2
8.25,1.44,3.59,1
8.19,1.49,6.25666666666667,1
8.14,1.48,8.81833333333333,1
8.11,1.46,6.90166666666667,1
8.18,1.5,8.22666666666667,1
7.83,1.43,6.57666666666667,1
8.34,1.39,7.11833333333333,1
8.55,1.31,8.22166666666667,1
8.32,1.35,12.1383333333333,1
8,1.5,11.9816666666667,1
5.27,1.62,12.0233333333333,1
5.99,1.8,12.715,1
6.61,1.98,13.1683333333333,1
6.75,1.99,14.3183333333333,1
6.11,2.09,12.925,1
6.55,2.19,14.5,1
6.51,2.36,15.8316666666667,1
6.65,2.49,16.3633333333333,1
7.19,2.32,16.405,1
6.96,2.7,16.0266666666667,1
7.14,2.56,14.9583333333333,1
6.74,2.71,14.98,1
7.21,2.44,14.25,1
7.21,2.49,14.025,1
7.34,2.77,13.6883333333333,1
7.4,2.64,13.1,1
7.53,2.58,11.89,1
7.77,2.51,13.245,1
7.79,2.74,14.0966666666667,1
8.29,3,15.1616666666667,1
8.25,3.19,15.1183333333333,1
8.41,3.25,14.8733333333333,1
8.06,3.14,14.795,1
8.33,3.3,14.085,1
8.77,3.08,11.4616666666667,1
8.97,3.11,11.88,1
8.86,2.98,10.21,1
8.42,2.92,8.3,1
8.59,2.9,5.91166666666667,1
9.18,3.11,4.965,1
8.88,2.81,4.185,1
8.6,2.66,4.32833333333333,1
9.2,2.51,7.34666666666667,1
8.89,2.44,6.755,1
9.08,2.25,6.8,1
8.63,2.41,8.15,1
9.44,2.14,10.98,1
8.48,2.24,9.46333333333333,1
9.43,2.31,11.6033333333333,1
9.12,2.3,11.84,1
9.09,2.18,10.7833333333333,1
8.58,2.25,8.13333333333333,1
8.3,2.17,8.14833333333333,1
8.76,2.18,6.11166666666667,1
6.69,2.04,4.69,1
6.41,2.01,3.55166666666667,1
6.82,2.11,3.16666666666667,1
7.88,1.85,2.66833333333333,2
6.38,1.99,2.96,2
7.83,1.7,3.34666666666667,1
6.79,1.67,3.43666666666667,1
8.2,1.58,2.63833333333333,2
8.1,1.56,2.13333333333333,2
7.86,1.67,2.43,2
8.08,1.81,4.45666666666667,1
7.6,1.53,5.92166666666667,1
7.52,1.46,6.88333333333333,1
7.62,1.61,7.69833333333333,1
7.35,1.59,8.51833333333333,1
7.15,1.46,8.405,1
6.45,1.32,8.07333333333333,1
6.99,1.27,8.98666666666667,1
6.23,1.26,8.555,1
5.25,1.36,9.815,1
5.03,1.42,8.99333333333333,1
5.61,1.49,7.475,1
5.65,1.57,7.085,1
6.07,1.52,6.61833333333333,1
6.11,1.51,6.47,1
5.66,1.6,7.22166666666667,1
5.29,1.56,7.31166666666667,1
6.07,1.49,6.64333333333333,1
6.49,1.23,6.08,1
6.22,1.37,5.06166666666667,1
6.19,1.38,4.76166666666667,1
6.51,1.4,4.90833333333333,1
6.92,1.29,3.42166666666667,1
6.61,1.25,2.98166666666667,2
6.62,1.36,3.30166666666667,1
7.12,1.37,3.375,1
6.72,1.33,3.84833333333333,1
7.09,1.41,4.62166666666667,1
8.73,1.43,4.135,1
8.69,1.39,3.93166666666667,1
6.8,1.24,2.33666666666667,2
6.65,1.27,1.69333333333333,2
7.97,1.32,1.59333333333333,2
7.14,1.28,1.39333333333333,2
8.38,1.15,1.47666666666667,2
6.61,1.2,1.28333333333333,2
6.86,1.11,1.49333333333333,2
7.16,1.09,1.67833333333333,2
6.44,1.22,2.09,2
6.17,1.12,2.59833333333333,2
8.09,1.19,3.13166666666667,1
9.42,1.19,4.25,1
5.43,0.99,5.005,1
6.22,0.97,5.26,1
7.03,1.03,5.95333333333333,1
7.84,1.03,6.72,1
9.53,1.04,7.145,1
14.53,1.01,7.23,1
6.27,0.99,7.91666666666667,1
3.49,0.97,7.675,1
9.29,0.93,7.07666666666667,1
9.96,1,8.90166666666667,1
3.66,1.06,9.69833333333333,1
3.76,1.08,9.08166666666667,1
4.14,1.11,10.0283333333333,1
4.33,1.15,10.2733333333333,1
4.59,1.16,11.4533333333333,1
4.63,1.25,11.1916666666667,1
4.69,1.24,10.575,1
4.62,1.35,11.765,1
4.72,1.49,11.835,1
4.39,1.38,11.28,1
4.67,1.34,11.2983333333333,1
4.74,1.41,10.7883333333333,1
4.57,1.38,10.1416666666667,1
4.7,1.26,9.90666666666667,1
4.54,1.26,9.305,1
4.76,1.29,8.71666666666667,1
4.7,1.34,8.68333333333333,1
4.93,1.32,9.20833333333333,1
4.56,1.25,9.165,1
4.91,1.19,8.815,1
4.67,1.09,8.62333333333333,1
4.92,1.04,9.08166666666667,1
5.05,1.04,9.485,1
5.29,1.11,8.13,1
5.11,1.01,6.26333333333333,1
5.24,1.02,6.2,1
4.66,0.98,7.12333333333333,1
4.37,0.86,8.89,1
4.12,0.85,10.545,1
4.27,1.02,12.0216666666667,1
4.36,1.15,12.3566666666667,1
4.23,1.21,14.8383333333333,1
5.41,1.41,15.225,1
5.7,1.68,15.265,1
5.86,1.7,15.1533333333333,1
6.23,1.96,16.495,1
6.16,1.75,17.6583333333333,1
6.01,2.04,19.095,1
6.54,2.39,20.065,1
7.08,2.6,22.665,1
7.22,3.22,23.7983333333333,1
7.86,3.15,24.3016666666667,1
7.87,3.8,25.525,2
8.12,3.68,26.185,2
9.32,4.18,28.2183333333333,2
9.96,4.64,29.5866666666667,2
9.83,4.86,29.1533333333333,2
10.18,4.94,29.62,2
10.5,4.81,29.365,2
9.99,4.9,29.43,2
10.06,5.24,21.7216666666667,1
9.85,4.86,17.8983333333333,1
10.1,3.72,20.04,1
7.67,3.45,21.7783333333333,1
7.71,3.38,19.8116666666667,1
7.34,3.72,18.11,1
7.84,3.4,20.935,1
8.11,3.8,20.4916666666667,1
8.69,3.61,20.5016666666667,1
8.3,3.54,19.97,1
8.21,3.7,20.5483333333333,1
8.38,3.67,19.885,1
8.09,3.65,21.8533333333333,1
8.3,3.91,21.255,1
8.54,4.57,23.2416666666667,1
9.23,4.7,22.84,1
9.8,4.95,24.0866666666667,1
9.8,5.68,25.1366666666667,2
10.61,5.26,24.545,1
10.93,5.4,23.0333333333333,1
10.82,5.57,20.7466666666667,1
10.7,5.26,21.3433333333333,1
11.01,5.25,18.9616666666667,1
10.23,4.62,18.35,1
10.2,4.17,12.6616666666667,1
9.87,4.29,17.2083333333333,1
9.26,3.94,17.5183333333333,1
9.43,3.86,18.6916666666667,1
9.41,3.95,19.1683333333333,1
9.42,4.11,21.1333333333333,1
9.53,4.46,21.445,1
10.15,4.4,22.84,1
9.98,5.21,24.5283333333333,1
10.15,5.3,24.8333333333333,1
10.34,5.13,23.9883333333333,1
10.32,5.42,24.0766666666667,1
10.25,5.63,24.2766666666667,1
10.83,5.54,22.855,1
10.59,5.52,22.835,1
10.71,5.65,23.05,1
10.48,5.73,22.76,1
10.46,6.07,23.0216666666667,1
10.72,5.78,23.8683333333333,1
11.39,5.86,25.63,2
11.53,6.59,25.0716666666667,2
11.65,6.71,24.0516666666667,1
11.07,6.11,22.6583333333333,1
11.24,5.73,22.85,1
11,6.15,21.0966666666667,1
10.56,5.79,23.735,1
10.21,5.47,24.3466666666667,1
10.07,5.63,25.3983333333333,2
10.46,5.93,26.3983333333333,2
10.41,5.64,25.155,2
10.65,5.73,23.0716666666667,1
11.29,5.77,23.14,1
11.27,5.69,24.08,1
10.48,5.86,23.39,1
11.57,6.55,23.2816666666667,1
6.44964912280702,6.55,22.4716666666667,1
6.34929824561403,6.55,22.36,1
6.24894736842105,6.55,22.155,1
6.14859649122807,6.55,21.7716666666667,1
6.04824561403509,6.55,22.0616666666667,1
5.94789473684211,6.55,20.915,1
5.84754385964912,6.55,20.68,1
5.74719298245614,6.55,20.9533333333333,1
5.64684210526316,6.55,20.1283333333333,1
5.54649122807018,6.55,19.4083333333333,1
5.44614035087719,6.55,18.5016666666667,1
5.34578947368421,6.55,19.08,1
5.24543859649123,6.55,18.9716666666667,1
5.14508771929825,6.55,18.2933333333333,1
5.04473684210526,6.55,17.6916666666667,1
4.94438596491228,6.55,17.0283333333333,1
4.8440350877193,6.55,15.88,1
4.74368421052632,6.55,13.035,1
4.64333333333333,6.55,14.82,1
4.54298245614035,6.55,13.7733333333333,1
4.44263157894737,6.55,9.68,1
4.34228070175439,6.55,7.93666666666667,1
4.2419298245614,6.55,7.055,1
4.14157894736842,6.55,7.31166666666667,1
4.04122807017544,6.55,7.295,1
3.94087719298246,6.55,7.71666666666667,1
3.84052631578947,6.55,8.275,1
3.74017543859649,6.55,10.3533333333333,1
3.63982456140351,0.83,11.0566666666667,1
3.53947368421053,0.83,12.6316666666667,1
3.43912280701754,0.83,12.775,1
3.33877192982456,0.83,14.3983333333333,1
3.23842105263158,0.83,14.8683333333333,1
3.1380701754386,0.83,14.0633333333333,1
3.03771929824561,0.83,11.4233333333333,1
2.93736842105263,0.83,9.28833333333333,1
2.83701754385965,0.83,6.285,1
2.73666666666667,0.83,4.72,1
2.63631578947368,0.83,4.225,1
2.5359649122807,0.83,3.61666666666667,1
2.43561403508772,0.83,2.86833333333333,2
2.33526315789474,0.83,3.47166666666667,1
2.23491228070175,0.83,3.99666666666667,1
2.13456140350877,0.83,3.76,1
2.03421052631579,0.83,3.785,1
1.93385964912281,0.83,5.205,1
1.83350877192982,0.83,6.99833333333333,1
1.73315789473684,0.83,8.04666666666667,1
1.63280701754386,0.83,7.96333333333333,1
1.53245614035088,0.83,6.905,1
1.43210526315789,0.83,4.595,1
1.33175438596491,0.83,2.825,2
1.23140350877193,0.83,2.17833333333333,2
1.13105263157895,0.83,1.28,2
1.03070175438596,0.83,2.54833333333333,2
0.930350877192983,0.83,5.215,1
10.04,0.83,6.135,1
10.47,0.88,6.68166666666667,1
10.64,0.9,8.235,1
10.66,1.02,9.25833333333333,1
10.35,1.05,9.64333333333333,1
4.61,1.1,10.915,1
5.46,1.14,11.8283333333333,1
5.53,1.31,13.1366666666667,1
4.43,1.38,13.305,1
5.25,1.63,14.245,1
5.27,1.67,14.415,1
5.8,1.84,15.04,1
6.36,1.79,14.26,1
6.75,1.94,13.5666666666667,1
6.26,1.83,12.3966666666667,1
6.93,1.68,11.7766666666667,1
7.35,1.53,12.445,1
6.08,1.64,13.0416666666667,1
5.01,1.52,12.84,1
6.03,1.6,13.2966666666667,1
5.9,1.65,12.865,1
5.82,1.65,14.3683333333333,1
6.04,1.6,15.7483333333333,1
5.8,1.71,17.2133333333333,1
6.27,1.88,17.0333333333333,1
5.89,1.94,15.91,1
6.21,1.93,16.3033333333333,1
7.15,1.98,17.11,1
6.31,1.85,17.1083333333333,1
6.82,1.83,18.1066666666667,1
7.52,1.74,18.9733333333333,1
5.5,2.02,21.9133333333333,1
7.03,2.41,22.9616666666667,1
6.63,3.08,24.0716666666667,1
7.1,3.67,23.745,1
8.16,3.72,21.915,1
7.94,3.66,21.4116666666667,1
8.58,3.55,21.4133333333333,1
9.32,3.71,23.0916666666667,1
9.7,3.37,22.7333333333333,1
8.64,3.03,22.8683333333333,1
8.24,3.19,24.165,1
7.65,3.3,25.2583333333333,2
9.57,3.45,25.0266666666667,2
9.63,3.73,25.0516666666667,2
8.68,3.81,22.7883333333333,1
9.33,3.81,15.2816666666667,1
8.97,3.66,17.8116666666667,1
9.19,3.08,18.4033333333333,1
8.96,2.66,13.4716666666667,1
6.6,2.46,9.925,1
6.7,1.88,11.4816666666667,1
7.08,1.75,14.2366666666667,1
5.76,1.91,15.1433333333333,1
6.24,2.06,18.52,1
6.4,2.53,20.4883333333333,1
6.77,2.75,19.8116666666667,1
6.98,3.03,17.745,1
7.6,2.76,18.8766666666667,1
7.52,3.16,20.4483333333333,1
7.87,3.73,21.07,1
8.28,3.57,23.8916666666667,1
8.41,4.15,22.0733333333333,1
9.38,5.1,21.7966666666667,1
9.64,4.43,21.73,1
10.13,4.59,20.2083333333333,1
9.82,4.06,19.3433333333333,1
9.95,3.93,20.7016666666667,1
10.18,4.31,20.1716666666667,1
10,4.51,20.3116666666667,1
9.54,3.86,18.2483333333333,1
9.55,4.42,18.8783333333333,1
9.41,3.46,18.7516666666667,1
9.04,3.55,17.9883333333333,1
9,3.23,18.8616666666667,1
9.01,3.05,16.61,1
8.85,3.18,15.4016666666667,1
8.65,2.73,15.2116666666667,1
8.95,2.62,14.02,1
8.7,2.55,14.47,1
8.76,2.43,14.1716666666667,1
8.45,2.37,14.6933333333333,1
7.27,2.44,13.8466666666667,1
7.83,2.41,16.345,1
6.69,2.61,17.2466666666667,1
6.98,2.72,17.86,1
7.33,2.9,17.855,1
7.13,3.04,18.1766666666667,1
7.52,3.36,18.785,1
8.07,3.72,19.2966666666667,1
8.37,4.1,19.6066666666667,1
9.2,4.4,17.69,1
9.68,3.75,17.2766666666667,1
9.54,3.92,17.0333333333333,1
9.57,3.54,16.6866666666667,1
9.34,3.87,16.705,1
9.25,3.46,17.49,1
8.88,3.69,16.725,1
8.93,3.55,17.125,1
8.51,3,15.3333333333333,1
8.5,3.29,15.9516666666667,1
8.73,3.1,15.8866666666667,1
8.62,2.93,16.6766666666667,1
8.72,2.73,17.8016666666667,1
8.76,2.99,18.5183333333333,1
8.7,2.9,17.93,1
8.47,3.09,16.4183333333333,1
7.34,2.71,14.7316666666667,1
7.85,2.93,15.8016666666667,1
7.84,2.55,14.185,1
7.59,2.36,14.5816666666667,1
7.61,2.46,14.4316666666667,1
7.34,2.58,14.8416666666667,1
7.6,2.58,10.7233333333333,1
7.81,2.58,12.3716666666667,1
7.76,2.63,13.1683333333333,1
8.23,2.66,12.505,1
8.44,2.68,10.43,1
8.44,3.1,15.9866666666667,1
8.04,2.96,15.4733333333333,1
8.6,2.77,14.0516666666667,1
8.34,2.76,14.4416666666667,1
8.58,2.91,13.065,1
8.02,2.77,13.0616666666667,1
7.8,2.72,12.1483333333333,1
8.61,2.67,10.5533333333333,1
8.48,2.3,10.9916666666667,1
8.69,2.21,9.45166666666667,1
8.53,2.24,9.88833333333333,1
8.03,2.06,11.5916666666667,1
8.25,2.07,12.3433333333333,1
8.67,2.09,13.07,1
8.33,2.18,13.775,1
8.35,1.99,13.46,1
7.65,2.17,13.8866666666667,1
5.98,1.95,13.8516666666667,1
6.74,2.11,14.42,1
6.85,2.29,15.56,1
7.08,2.14,16.425,1
6.77,2.29,17.1066666666667,1
7.2,2.26,16.4316666666667,1
7.04,2.3,15.9266666666667,1
7.2,2.15,16.6916666666667,1
6.93,2.53,17.8266666666667,1
6.79,2.42,16.3816666666667,1
7.34,2.37,17.7266666666667,1
7.09,2.68,18.55,1
7.58,2.47,19.44,1
7.75,2.84,19.7233333333333,1
6.72,2.85,15.8416666666667,1
7.03,2.54,13.34,1
6.93,2.44,15.5716666666667,1
5.95,2.58,18.4366666666667,1
6.05,2.66,19.655,1
6.68,2.98,17.68,1
7.17,2.88,19.0916666666667,1
7.87,3.2,19.1716666666667,1
8.38,3.77,18.5283333333333,1
8.06,3.52,17.2766666666667,1
9.03,4.07,17.84,1
9.06,4.3,16.6733333333333,1
9.14,4.25,14.43,1
8.76,3.7,14.9816666666667,1
8.89,3.42,15.6633333333333,1
9.19,3.5,14.1716666666667,1
9.29,3.16,15.7216666666667,1
8.9,2.94,15.0816666666667,1
9,3.08,14.9266666666667,1
9.42,3.14,15.8516666666667,1
9.24,3.17,17.16,1
9.13,3.15,17.8583333333333,1
8.33,3.11,19.6416666666667,1
7.69,3.34,19.8116666666667,1
8.33,3.12,20.3566666666667,1
8.2,4.04,20.37,1
8.29,3.53,20.6116666666667,1
8.27,3.46,21.2133333333333,1
7.87,3.34,21.8133333333333,1
7.92,3.81,21.7316666666667,1
8.15,3.34,20.28,1
8.16,3.14,22.285,1
8.56,3.61,20.9733333333333,1
8.18,3.56,21.44,1
8.03,3.48,22.5366666666667,1
8,3.51,22.6333333333333,1
7.99,4.15,23.845,1
8.12,3.43,23.8383333333333,1
8.68,3.72,24.99,1
8.72,4.31,24.9583333333333,1
8.64,4.3,23.4166666666667,1
9.19,4.16,23.2983333333333,1
9.58,3.84,20.8816666666667,1
9.24,3.63,20.0466666666667,1
9.22,3.64,18.5033333333333,1
9.07,3.21,19.7,1
8.19,3.65,18.34,1
7.76,3.43,19.2233333333333,1
7.71,3.3,18.6616666666667,1
8.05,3.31,18.2383333333333,1
7.84,3.3,17.37,1
7.83,3.42,20.5383333333333,1
9.28,3.9,20.27,1
9.74,4.36,20.2283333333333,1
10.06,4.13,18.5383333333333,1
10,3.93,18.835,1
10.09,3.72,18.3466666666667,1
10.81,3.84,17.17,1
10.25,3.84,15.245,1
10.03,3.76,14.545,1
9.73,3.84,12.3516666666667,1
9.94,3.3,11.1616666666667,1
9.21,3.34,10.2183333333333,1
9.26,2.98,7.475,1
9.79,2.84,6.625,1
9.87,2.59,6.03333333333333,1
8.77,2.35,5.30333333333333,1
9.35,2.24,7.685,1
9.11,2.12,8.04166666666667,1
7.87,2.27,8.555,1
8.14,2.31,16.52,1
7.21,2.76,18.725,1
7.19,3.32,16.0766666666667,1
7.68,3.19,17.35,1
8.11,3.42,16.6416666666667,1
8.19,3.56,16.9016666666667,1
8.84,3.8,16.6933333333333,1
9.05,3.69,16.2783333333333,1
9.32,3.28,15.2083333333333,1
9.25,3.22,15.5116666666667,1
9.59,3.61,12.56,1
9.26,2.79,8.36666666666667,1
9.32,2.85,6.74166666666667,1
9.3,2.74,5.275,1
9.15,2.59,4.64833333333333,1
8.87,2.61,4.67166666666667,1
8.87,2.38,6.07833333333333,1
8.76,2.27,6.93666666666667,1
8.55,2.07,8.25333333333333,1
8.96,1.91,11.1533333333333,1
8.92,1.87,11.2733333333333,1
8.92,1.78,11.8533333333333,1
4.39,1.62,13.7633333333333,1
4.34,1.73,13.0483333333333,1
4.51,1.71,9.57666666666667,1
4.48,1.48,15.28,1
4.29,1.57,19.0666666666667,1
5.44,2.3,20.0616666666667,1
6.67,2.86,21.3916666666667,1
7.25,3.01,21.06,1
6.48,3.03,20.6233333333333,1
7.43,2.99,19.3416666666667,1
7.67,3.08,21.3783333333333,1
7.29,3.46,21.6316666666667,1
7.65,3.63,22.525,1
8.36,3.91,22.56,1
8.6,3.89,22.32,1
9.52,4.44,20.7133333333333,1
9.91,4.73,20.615,1
9.54,5.32,21.535,1
9.42,4.92,21.4583333333333,1
9.93,4.35,22.1133333333333,1
9.46,4.38,22.1516666666667,1
9.52,4.48,20.695,1
9.35,4.67,19.635,1
9.12,3.88,17.2866666666667,1
9.19,3.66,15.1883333333333,1
8.59,3.35,13.105,1
8.63,3.03,12.6016666666667,1
8.43,2.92,11.6133333333333,1
7.71,2.53,10.705,1
7.77,2.53,9.47666666666667,1
7.31,2.75,9.00333333333333,1
7.39,2.66,8.68333333333333,1
7.34,2.44,5.23166666666667,1
7.61,2.25,5.615,1
7.68,2.2,5.30166666666667,1
7.65,1.73,5.36833333333333,1
7.42,1.73,5.92166666666667,1
7.33,1.73,5.04666666666667,1
7.66,1.58,4.87,1
7.27,1.6,5.97,1
7.32,1.37,4.32333333333333,1
6.48,1.45,4.11,1
5.97,1.44,4.675,1
6.07,1.37,3.70666666666667,1
6.27,1.33,4.355,1
5.98,1.3,4.27,1
5.84,1.26,4.19333333333333,1
6.23,1.35,4.30166666666667,1
6.38,1.25,5.035,1
5.93,1.18,3.92333333333333,1
6.58,1.17,4.69,1
6.55,1.23,5.355,1
6.08,1.24,6.015,1
5.57,1.4,7.68833333333333,1
5.84,1.55,4.84833333333333,1
5.96,1.51,5.45,1
5.67,1.45,8.04166666666667,1
5.61,1.63,7.175,1
6.1,1.58,7.99,1
6.24,1.58,8.12666666666667,1
6.48,1.75,7.91666666666667,1
6.76,1.86,7.855,1
6.72,1.51,8.41833333333333,1
6.9,1.53,6.78,1
6.78,1.52,6.77,1
6.7,1.42,7.38166666666667,1
6.19,1.56,7.055,1
6.27,1.44,7.41666666666667,1
6.02,1.5,8.11,1
6.66,1.51,8.32,1
6.78,1.49,7.76666666666667,1
7.11,1.58,6.995,1
7.05,1.5,5.15333333333333,1
7.24,1.52,5.12666666666667,1
7.42,1.38,6.59833333333333,1
7.16,1.35,5.68333333333333,1
7.43,1.31,7.17666666666667,1
6.9,1.42,6.285,1
6.99,1.39,6.735,1
6.68,1.53,8.47,1
6.58,1.63,8.90833333333333,1
6.32,1.83,10.9,1
6,2.04,11.2333333333333,1
6.91,2.03,12.5566666666667,1
6.99,2.34,10.6616666666667,1
7.13,2.22,12.8116666666667,1
7.29,2.4,12.74,1
7.72,2.32,12.3616666666667,1
7.46,2.17,10.9233333333333,1
7.56,2.18,10.35,1
7.27,2.29,10.0066666666667,1
7.35,2.17,9.37666666666667,1
7.6,2.17,10.3383333333333,1
7.32,2.1,10.9083333333333,1
7.55,2.07,10.2833333333333,1
8.35,2.16,10.8683333333333,1
8.76,2.06,10.5883333333333,1
8.75,1.93,10.905,1
8.47,1.99,11.43,1
7.17,1.87,13.37,1
7.64,1.94,15.6033333333333,1
4.78,1.95,16.8266666666667,1
5.47,2.34,17.1283333333333,1
5.68,2.31,17.1366666666667,1
5.88,2.76,15.4683333333333,1
5.9,2.68,14.5433333333333,1
5.71,2.49,13.58,1
5.36,2.23,12.8166666666667,1
5.47,1.98,14.7283333333333,1
5.98,1.96,14.02,1
6.19,1.93,14.9783333333333,1
6.57,1.95,14.1766666666667,1
6.74,1.95,15.245,1
6.38,1.9,15.8283333333333,1
6.9,1.95,16.4866666666667,1
6.01,2.04,15.02,1
7.07,2.09,14.3683333333333,1
6.21,1.82,14.6933333333333,1
6.11,1.81,14.3816666666667,1
5.92,1.7,14.405,1
7.53,1.63,16.7716666666667,1
7.74,1.83,18.3433333333333,1
6.26,2.09,18.95,1
6.92,2.67,16.91,1
6.94,2.5,14.5816666666667,1
7.39,2.36,16.0183333333333,1
6.75,2.26,16.8683333333333,1
6.94,2.53,18.0816666666667,1
6.63,2.66,20.9166666666667,1
7.03,3.44,20.245,1
7.32,3.13,20.775,1
8.17,3.26,22.4216666666667,1
7.94,3.75,21.3283333333333,1
8.94,3.84,21.805,1
7.18,3.54,20.7033333333333,1
7.32,3.28,20.4533333333333,1
9.02,3.23,20.6333333333333,1
7.59,3.26,20.005,1
7.03,3.28,19.155,1
8.79,3.22,17.67,1
8.55,3.24,17.7033333333333,1
8.92,3.39,17.73,1
8.58,3.34,17.94,1
8.68,3.13,18.7366666666667,1
7.89,3.26,17.405,1
8.59,2.99,17.575,1
8.73,3.03,15.3933333333333,1
6.98,2.64,15.5766666666667,1
9.2,2.58,13.6566666666667,1
8.42,2.67,11.8933333333333,1
8.68,2.13,9.76833333333333,1
8.45,2.22,10.7083333333333,1
7.34,2,11.7033333333333,1
8.07,1.98,11.305,1
7.24,1.91,11.7233333333333,1
7.48,1.95,7.035,1
8.02,1.74,7.055,1
8.02,1.66,8.34833333333333,1
7.9,1.74,10.425,1
8.24,1.54,10.08,1
8.27,1.6,9.70833333333333,1
8.45,1.53,8.43333333333333,1
7.9,1.56,7.61166666666667,1
8.1,1.55,6.73833333333333,1
6.98,1.46,6.43333333333333,1
6.87,1.51,5.04666666666667,1
6.32,1.45,5.11166666666667,1
6.29,1.38,5.14166666666667,1
6.26,1.3,5.61,1
7.65,1.19,5.01333333333333,1
7.4,1.2,4.50166666666667,1
7.96,1.08,4.37166666666667,1
7.14,1.02,3.55333333333333,1
7.46,0.93,2.13833333333333,2
7.23,0.94,1.36,2
6.97,0.96,1.995,2
6.34,0.95,3.24166666666667,1
5.9,0.95,4.36833333333333,1
6.4,0.95,5.11166666666667,1
6.32,0.95,6.45166666666667,1
5.57,1.05,6.78333333333333,1
13.11,1.02,6.325,1
11.62,1.04,6.56833333333333,1
12.83,0.99,5.39333333333333,1
13.04,0.99,4.73,1
12.89,0.95,5.30833333333333,1
12.46,0.94,5.28833333333333,1
12.55,0.92,5.84333333333333,1
12.42,1,6.27333333333333,1
12.79,0.98,7.22833333333333,1
12.4,1.07,4.37666666666667,1
12.96,1.11,6.91166666666667,1
12.91,1.07,5.26333333333333,1
13.38,1.14,5.90666666666667,1
4.97,1.17,6.88666666666667,1
13.23,1.14,6.24333333333333,1
5.84,1.16,5.19166666666667,1
6.23,1.05,4.33666666666667,1
6.02,1.08,4.49833333333333,1
5.98,0.99,4.21333333333333,1
12.9,1.06,4.235,1
5.81,1.04,4.54833333333333,1
5.63,1.13,5.895,1
5.64,1.01,5.32833333333333,1
5.63,1.03,4.42666666666667,1
5.56,1.01,4.09666666666667,1
5.59,0.92,4.08333333333333,1
5.73,0.92,4.84166666666667,1
5.54,0.78,3.63333333333333,1
5.56,0.79,4.45166666666667,1
5.69,0.8,4.93666666666667,1
5.64,0.77,4.96166666666667,1
12.03,0.74,4.47333333333333,1
11.68,0.74,5.13833333333333,1
4.89,0.73,5.72666666666667,1
11.36,0.73,6.00833333333333,1
11.18,0.69,6.49166666666667,1
11.26,0.74,6.23166666666667,1
4.2,0.79,6.57333333333333,1
4.12,0.8,4.93333333333333,1
4.69,0.79,5.225,1
8.08,0.81,4.24833333333333,1
7.62,0.83,4.09,1
7.46,0.85,4.09166666666667,1
6.93,0.87,4.58,1
6.57,0.95,3.98,1
5.86,0.83,3.30333333333333,1
5.6,0.92,3.21833333333333,1
5.79,0.93,2.69833333333333,2
5.65,0.85,2.57166666666667,2
5.75,0.81,1.60833333333333,2
5.75,0.86,2.13166666666667,2
5.9,0.74,3.56833333333333,1
5.84,0.65,3.23166666666667,1
5.4,0.66,3.255,1
5.85,0.66,4.395,1
5.71,0.64,3.80333333333333,1
5.67,0.65,5.32333333333333,1
13.75,0.66,6.26833333333333,1
2.97,0.68,7.54666666666667,1
3.48,0.76,8.41166666666667,1
3.89,0.82,9.81666666666667,1
4.36,0.99,9.95666666666667,1
4.67,1.11,10.43,1
4.87,1.26,11.025,1
5.09,1.36,12.345,1
5.22,1.59,12.1666666666667,1
5.23,1.74,13.08,1
5.57,1.76,12.4433333333333,1
5.61,1.83,13.0833333333333,1
5.82,1.83,11.58,1
5.86,1.89,11.6483333333333,1
5.69,1.7,13.3016666666667,1
6.24,2.07,12.82,1
6.52,2.09,12.1833333333333,1
6.67,2.26,12.3366666666667,1
6.62,2.04,12.4716666666667,1
6.69,2.26,11.1783333333333,1
6.62,1.93,11.6033333333333,1
6.65,1.88,12.1616666666667,1
6.25,1.89,12.2116666666667,1
5.96,1.73,9.98333333333333,1
5.85,1.56,8.42833333333333,1
6.01,1.57,8.56333333333333,1
6.18,1.55,8.79833333333333,1
6.25,1.6,8.38166666666667,1
5.99,1.42,8.11166666666667,1
5.98,1.34,7.63166666666667,1
5.87,1.32,6.79833333333333,1
5.71,1.21,7.02166666666667,1
5.54,1.07,7.11333333333333,1
5.24,1.1,6.59666666666667,1
5.1,1.01,5.57666666666667,1
5.33,0.96,5.99333333333333,1
5.17,1,5.095,1
4.14,0.94,4.59666666666667,1
4.14,0.95,4.08333333333333,1
5.13,0.97,3.92833333333333,1
5.15,0.96,3.49666666666667,1
5.11,0.86,3.82,1
4.36,0.86,4.13333333333333,1
4.85,0.76,3.76333333333333,1
4.77,0.77,3.74833333333333,1
3.91,0.74,4.81166666666667,1
4.81,0.73,4.58333333333333,1
4.53,0.64,5.36666666666667,1
3.99,0.65,6.25666666666667,1
4.32,0.68,6.17666666666667,1
3.64,0.7,8.10333333333333,1
3.75,0.66,8.27166666666667,1
3.4,0.76,8.83666666666667,1
3.55,0.85,10.7283333333333,1
3.94,0.97,11.49,1
4.32,1.02,12.4216666666667,1
4.22,1.2,13.4566666666667,1
5.19,1.22,13.65,1
5.12,1.28,13.6433333333333,1
5.86,1.31,14.5633333333333,1
5.75,1.44,14.8566666666667,1
6.44,1.64,14.5233333333333,1
